Name,Postal,Median Household Income,Poverty Percent All Ages,State FIPS,County FIPS,90% CI Lower Bound,90% CI Upper Bound,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,90% CI Lower Bound,90% CI Upper Bound
Lawrence County,MS,"36,844",18.2,28,077,"1,808","2,876",14.0,22.4,884,670,"1,098",27.3,20.7,33.9,606,460,752,26.5,20.1,32.9,"33,474","40,214"
Leake County,MS,"31,672",27.1,28,079,"4,899","6,947",22.4,31.8,"2,392","1,909","2,875",39.1,31.2,47.0,"1,612","1,262","1,962",37.3,29.2,45.4,"28,925","34,419"
Lee County,MS,"41,026",20.5,28,081,"14,651","18,813",18.0,23.0,"6,804","5,874","7,734",31.3,27.0,35.6,"4,698","4,021","5,375",30.0,25.7,34.3,"37,662","44,390"
Leflore County,MS,"26,037",37.2,28,083,"9,433","12,949",31.4,43.0,"4,402","3,639","5,165",51.0,42.2,59.8,"3,048","2,529","3,567",50.6,42.0,59.2,"23,682","28,392"
Lincoln County,MS,"35,523",17.8,28,085,"4,703","7,455",13.8,21.8,"2,336","1,771","2,901",26.2,19.9,32.5,"1,562","1,190","1,934",24.8,18.9,30.7,"32,353","38,693"
Lowndes County,MS,"35,774",25.8,28,087,"13,090","17,080",22.4,29.2,"5,484","4,578","6,390",37.2,31.1,43.3,"3,443","2,770","4,116",32.5,26.2,38.8,"32,896","38,652"
Madison County,MS,"57,089",12.8,28,089,"10,077","14,047",10.7,14.9,"4,408","3,438","5,378",17.3,13.5,21.1,"3,064","2,383","3,745",16.6,12.9,20.3,"52,533","61,645"
Marion County,MS,"31,026",24.7,28,091,"5,275","7,733",20.0,29.4,"2,548","2,003","3,093",37.4,29.4,45.4,"1,719","1,346","2,092",35.9,28.1,43.7,"28,240","33,812"
Marshall County,MS,"35,443",25.3,28,093,"7,361","10,477",20.9,29.7,"3,136","2,521","3,751",36.7,29.5,43.9,"2,041","1,611","2,471",33.4,26.4,40.4,"33,702","37,184"
Monroe County,MS,"34,468",24.1,28,095,"7,495","10,029",20.6,27.6,"3,126","2,580","3,672",35.1,29.0,41.2,"2,098","1,726","2,470",32.6,26.8,38.4,"31,795","37,141"
Montgomery County,MS,"30,197",23.5,28,097,"1,954","3,122",18.1,28.9,926,702,"1,150",34.9,26.5,43.3,638,485,791,33.5,25.5,41.5,"27,357","33,037"
Neshoba County,MS,"34,698",22.4,28,099,"5,266","7,856",18.0,26.8,"2,757","2,173","3,341",33.0,26.0,40.0,"1,872","1,471","2,273",31.8,25.0,38.6,"32,154","37,242"
Newton County,MS,"34,123",21.6,28,101,"3,653","5,455",17.3,25.9,"1,789","1,420","2,158",32.2,25.5,38.9,"1,180",925,"1,435",29.3,23.0,35.6,"30,973","37,273"
Noxubee County,MS,"24,699",32.6,28,103,"2,893","4,489",25.6,39.6,"1,451","1,116","1,786",46.8,36.0,57.6,"1,012",785,"1,239",44.7,34.7,54.7,"22,390","27,008"
Oktibbeha County,MS,"33,008",26.5,28,105,"9,589","13,305",22.2,30.8,"2,639","2,044","3,234",30.8,23.9,37.7,"1,822","1,421","2,223",31.1,24.2,38.0,"29,910","36,106"
Panola County,MS,"32,377",27.9,28,107,"8,109","11,135",23.5,32.3,"3,563","2,890","4,236",38.8,31.5,46.1,"2,430","1,972","2,888",36.8,29.9,43.7,"29,422","35,332"
Pearl River County,MS,"39,424",21.5,28,109,"9,802","13,678",17.9,25.1,"4,281","3,453","5,109",31.9,25.7,38.1,"2,701","2,118","3,284",28.2,22.1,34.3,"35,974","42,874"
Perry County,MS,"34,470",21.7,28,111,"2,051","3,221",16.9,26.5,"1,009",774,"1,244",33.0,25.3,40.7,691,531,851,31.5,24.2,38.8,"31,359","37,581"
Pike County,MS,"29,601",27.1,28,113,"8,751","12,631",22.2,32.0,"4,453","3,567","5,339",41.2,33.0,49.4,"2,902","2,258","3,546",37.5,29.2,45.8,"27,083","32,119"
Pontotoc County,MS,"37,493",16.0,28,115,"3,734","5,772",12.6,19.4,"1,941","1,480","2,402",24.7,18.8,30.6,"1,324","1,013","1,635",23.2,17.8,28.6,"34,493","40,493"
Prentiss County,MS,"33,940",21.8,28,117,"4,255","6,285",17.6,26.0,"1,751","1,348","2,154",30.6,23.6,37.6,"1,172",897,"1,447",28.6,21.9,35.3,"30,981","36,899"
Quitman County,MS,"25,507",36.9,28,119,"2,362","3,552",29.5,44.3,"1,127",893,"1,361",53.2,42.2,64.2,781,621,941,50.2,39.9,60.5,"23,260","27,754"
Rankin County,MS,"51,007",13.8,28,121,"16,109","21,527",11.8,15.8,"6,999","5,854","8,144",20.0,16.7,23.3,"4,613","3,832","5,394",18.5,15.4,21.6,"48,011","54,003"
Scott County,MS,"32,711",21.0,28,123,"4,549","7,231",16.2,25.8,"2,406","1,842","2,970",32.1,24.6,39.6,"1,623","1,244","2,002",31.0,23.8,38.2,"29,778","35,644"
Sharkey County,MS,"24,987",37.9,28,125,"1,402","2,234",29.2,46.6,729,563,895,58.9,45.5,72.3,498,385,611,55.0,42.5,67.5,"22,578","27,396"
Simpson County,MS,"34,843",21.9,28,127,"4,611","7,209",17.1,26.7,"2,369","1,835","2,903",34.0,26.3,41.7,"1,634","1,272","1,996",32.9,25.6,40.2,"31,614","38,072"
Smith County,MS,"36,912",20.8,28,129,"2,720","4,074",16.7,24.9,"1,304","1,037","1,571",31.0,24.6,37.4,871,679,"1,063",28.3,22.1,34.5,"33,621","40,203"
Stone County,MS,"37,975",19.3,28,131,"2,544","3,860",15.3,23.3,"1,207",941,"1,473",28.3,22.1,34.5,810,632,988,26.4,20.6,32.2,"34,637","41,313"
Sunflower County,MS,"26,921",39.2,28,133,"8,101","11,261",32.8,45.6,"3,790","3,166","4,414",53.9,45.0,62.8,"2,566","2,121","3,011",52.3,43.2,61.4,"25,222","28,620"
Tallahatchie County,MS,"27,352",34.8,28,135,"3,532","5,436",27.4,42.2,"1,516","1,198","1,834",44.2,34.9,53.5,985,762,"1,208",40.8,31.6,50.0,"24,790","29,914"
Tate County,MS,"41,465",18.2,28,137,"4,060","6,048",14.6,21.8,"1,898","1,491","2,305",25.8,20.3,31.3,"1,261",988,"1,534",23.4,18.3,28.5,"37,862","45,068"
Tippah County,MS,"33,223",20.7,28,139,"3,605","5,465",16.5,24.9,"1,749","1,380","2,118",31.6,24.9,38.3,"1,186",935,"1,437",29.9,23.6,36.2,"30,369","36,077"
Tishomingo County,MS,"33,775",17.7,28,141,"2,690","4,114",14.0,21.4,"1,206",928,"1,484",27.1,20.8,33.4,833,642,"1,024",25.3,19.5,31.1,"30,713","36,837"
Tunica County,MS,"29,808",28.1,28,143,"2,328","3,634",21.9,34.3,"1,366","1,047","1,685",43.1,33.0,53.2,936,719,"1,153",42.4,32.6,52.2,"27,037","32,579"
Union County,MS,"37,403",20.0,28,145,"4,519","6,205",16.9,23.1,"1,969","1,603","2,335",28.6,23.3,33.9,"1,283","1,032","1,534",25.9,20.8,31.0,"34,080","40,726"
Walthall County,MS,"30,278",24.5,28,147,"2,841","4,629",18.6,30.4,"1,580","1,202","1,958",39.4,30.0,48.8,"1,048",790,"1,306",35.9,27.1,44.7,"27,509","33,047"
Warren County,MS,"37,578",23.3,28,149,"9,676","12,836",20.0,26.6,"4,175","3,385","4,965",33.5,27.2,39.8,"2,709","2,111","3,307",29.9,23.3,36.5,"34,659","40,497"
Washington County,MS,"25,559",42.2,28,151,"19,236","23,358",38.1,46.3,"8,063","6,995","9,131",57.1,49.5,64.7,"5,252","4,479","6,025",51.4,43.8,59.0,"23,647","27,471"
Wayne County,MS,"32,355",24.8,28,153,"4,098","6,100",19.9,29.7,"1,934","1,510","2,358",36.1,28.2,44.0,"1,288",997,"1,579",33.6,26.0,41.2,"29,340","35,370"
Webster County,MS,"32,798",23.4,28,155,"1,946","2,826",19.1,27.7,874,694,"1,054",34.3,27.2,41.4,564,438,690,30.2,23.5,36.9,"29,626","35,970"
Wilkinson County,MS,"27,622",33.3,28,157,"2,294","3,468",26.5,40.1,943,741,"1,145",42.2,33.1,51.3,634,494,774,40.2,31.3,49.1,"25,037","30,207"
Winston County,MS,"31,021",29.7,28,159,"4,700","6,444",25.1,34.3,"2,044","1,685","2,403",43.6,35.9,51.3,"1,305","1,048","1,562",39.7,31.9,47.5,"28,235","33,807"
Yalobusha County,MS,"31,644",23.9,28,161,"2,340","3,618",18.8,29.0,"1,124",880,"1,368",37.9,29.7,46.1,760,595,925,36.3,28.4,44.2,"28,731","34,557"
Yazoo County,MS,"28,474",39.0,28,163,"7,956","10,720",33.2,44.8,"3,575","3,003","4,147",51.4,43.2,59.6,"2,445","2,053","2,837",50.0,42.0,58.0,"25,922","31,026"
Missouri,MO,"44,306",15.3,29,000,"872,312","904,630",15.0,15.6,"293,856","284,167","303,545",21.0,20.3,21.7,"186,633","178,336","194,930",18.5,17.7,19.3,"43,819","44,793"
Adair County,MO,"32,015",22.2,29,001,"4,048","6,014",17.9,26.5,"1,142",856,"1,428",23.6,17.7,29.5,717,530,904,20.9,15.5,26.3,"30,098","33,932"
Andrew County,MO,"53,150",10.1,29,003,"1,346","2,108",7.9,12.3,560,418,702,13.6,10.2,17.0,369,272,466,11.8,8.7,14.9,"48,325","57,975"
Atchison County,MO,"43,587",11.6,29,005,495,797,8.9,14.3,167,124,210,14.5,10.8,18.2,110,81,139,12.6,9.2,16.0,"39,932","47,242"
Audrain County,MO,"40,899",18.4,29,007,"3,368","5,294",14.3,22.5,"1,717","1,296","2,138",28.1,21.2,35.0,"1,081",800,"1,362",25.5,18.9,32.1,"37,641","44,157"
Barry County,MO,"34,838",18.9,29,009,"5,336","7,920",15.2,22.6,"2,430","1,864","2,996",28.6,21.9,35.3,"1,642","1,254","2,030",26.4,20.2,32.6,"32,218","37,458"
Barton County,MO,"36,851",17.6,29,011,"1,692","2,616",13.8,21.4,837,639,"1,035",26.7,20.4,33.0,524,393,655,22.6,17.0,28.2,"33,561","40,141"
Bates County,MO,"39,265",15.7,29,013,"2,064","3,166",12.4,19.0,936,710,"1,162",22.7,17.2,28.2,636,477,795,21.0,15.7,26.3,"35,564","42,966"
Benton County,MO,"30,920",20.6,29,015,"3,089","4,655",16.4,24.8,"1,180",904,"1,456",35.1,26.9,43.3,795,607,983,31.3,23.9,38.7,"28,563","33,277"
Bollinger County,MO,"36,972",19.5,29,017,"1,893","2,871",15.5,23.5,840,656,"1,024",29.7,23.2,36.2,544,419,669,26.2,20.2,32.2,"33,568","40,376"
Boone County,MO,"42,202",18.8,29,019,"26,360","31,686",17.1,20.5,"5,580","4,434","6,726",16.6,13.2,20.0,"3,616","2,812","4,420",15.4,12.0,18.8,"40,292","44,112"
Buchanan County,MO,"41,210",15.9,29,021,"11,318","15,580",13.4,18.4,"4,587","3,661","5,513",22.5,17.9,27.1,"2,846","2,203","3,489",19.9,15.4,24.4,"38,329","44,091"
Butler County,MO,"32,919",19.3,29,023,"6,266","9,910",15.0,23.6,"2,962","2,192","3,732",30.6,22.7,38.5,"2,006","1,476","2,536",28.7,21.1,36.3,"30,390","35,448"
Caldwell County,MO,"39,216",13.9,29,025,"1,008","1,544",11.0,16.8,472,349,595,19.9,14.7,25.1,321,235,407,18.1,13.2,23.0,"35,828","42,604"
Callaway County,MO,"47,098",13.8,29,027,"4,477","6,683",11.1,16.5,"1,811","1,383","2,239",18.9,14.4,23.4,"1,159",877,"1,441",16.6,12.6,20.6,"43,705","50,491"
Camden County,MO,"42,955",14.6,29,029,"4,911","7,743",11.3,17.9,"2,162","1,643","2,681",26.8,20.4,33.2,"1,387","1,033","1,741",23.3,17.4,29.2,"40,291","45,619"
Cape Girardeau County,MO,"44,569",15.2,29,031,"9,330","12,574",12.9,17.5,"3,330","2,727","3,933",20.4,16.7,24.1,"1,919","1,460","2,378",16.5,12.6,20.4,"41,580","47,558"
Carroll County,MO,"39,071",15.7,29,033,"1,144","1,748",12.4,19.0,485,360,610,22.7,16.9,28.5,301,219,383,18.6,13.5,23.7,"35,613","42,529"
Carter County,MO,"28,524",24.5,29,035,"1,175","1,887",18.8,30.2,576,427,725,38.1,28.3,47.9,408,302,514,38.5,28.5,48.5,"25,775","31,273"
Cass County,MO,"57,368",8.5,29,037,"6,798","9,830",7.0,10.0,"3,102","2,395","3,809",12.0,9.3,14.7,"1,921","1,431","2,411",10.0,7.5,12.5,"54,930","59,806"
Cedar County,MO,"31,542",20.1,29,039,"2,118","3,414",15.4,24.8,"1,064",791,"1,337",32.9,24.5,41.3,713,528,898,29.8,22.1,37.5,"28,822","34,262"
Chariton County,MO,"39,800",14.0,29,041,827,"1,303",10.9,17.1,330,247,413,18.9,14.2,23.6,222,165,279,17.6,13.1,22.1,"36,120","43,480"
Christian County,MO,"48,041",11.1,29,043,"6,695","10,433",8.7,13.5,"3,524","2,670","4,378",16.9,12.8,21.0,"2,269","1,696","2,842",15.0,11.2,18.8,"44,871","51,211"
Clark County,MO,"36,809",16.3,29,045,888,"1,400",12.6,20.0,431,327,535,25.8,19.5,32.1,293,221,365,24.8,18.7,30.9,"33,324","40,294"
Clay County,MO,"55,835",9.5,29,047,"18,399","23,465",8.3,10.7,"7,588","6,410","8,766",13.4,11.3,15.5,"4,677","3,838","5,516",11.6,9.5,13.7,"53,209","58,461"
Clinton County,MO,"51,846",11.1,29,049,"1,747","2,725",8.7,13.5,792,601,983,15.8,12.0,19.6,511,384,638,13.8,10.4,17.2,"48,180","55,512"
Cole County,MO,"52,835",11.2,29,051,"6,236","9,746",8.7,13.7,"2,719","2,071","3,367",15.4,11.7,19.1,"1,713","1,287","2,139",13.5,10.1,16.9,"48,934","56,736"
Cooper County,MO,"41,925",16.7,29,053,"2,182","3,176",13.6,19.8,860,678,"1,042",22.3,17.6,27.0,563,442,684,20.1,15.8,24.4,"38,048","45,802"
Crawford County,MO,"34,555",19.3,29,055,"3,700","5,638",15.3,23.3,"1,706","1,304","2,108",29.2,22.3,36.1,"1,091",818,"1,364",26.0,19.5,32.5,"31,683","37,427"
Dade County,MO,"33,452",21.7,29,057,"1,391","1,957",18.0,25.4,588,478,698,33.8,27.5,40.1,365,288,442,27.4,21.6,33.2,"30,274","36,630"
Dallas County,MO,"37,589",19.5,29,059,"2,452","3,982",14.9,24.1,"1,275",944,"1,606",31.2,23.1,39.3,861,634,"1,088",29.3,21.6,37.0,"36,001","39,177"
Daviess County,MO,"38,279",17.2,29,061,"1,089","1,745",13.2,21.2,626,470,782,28.5,21.4,35.6,417,311,523,26.5,19.8,33.2,"34,904","41,654"
DeKalb County,MO,"41,804",16.5,29,063,"1,171","1,913",12.5,20.5,366,273,459,16.1,12.0,20.2,239,176,302,14.3,10.6,18.0,"38,003","45,605"
Dent County,MO,"34,327",19.1,29,065,"2,232","3,660",14.5,23.7,"1,054",779,"1,329",29.5,21.8,37.2,710,522,898,27.2,20.0,34.4,"31,572","37,082"
Douglas County,MO,"29,830",23.3,29,067,"2,463","3,815",18.3,28.3,"1,124",864,"1,384",37.8,29.1,46.5,748,573,923,34.5,26.4,42.6,"27,334","32,326"
Dunklin County,MO,"29,372",27.3,29,069,"7,083","9,929",22.7,31.9,"3,147","2,466","3,828",40.0,31.3,48.7,"1,931","1,445","2,417",34.1,25.5,42.7,"27,383","31,361"
Franklin County,MO,"47,530",14.1,29,071,"12,256","15,938",12.3,15.9,"4,722","3,936","5,508",19.3,16.1,22.5,"3,132","2,602","3,662",17.3,14.4,20.2,"43,682","51,378"
Gasconade County,MO,"39,688",12.7,29,073,"1,418","2,368",9.5,15.9,671,498,844,20.4,15.1,25.7,436,321,551,17.8,13.1,22.5,"37,286","42,090"
Gentry County,MO,"35,755",14.5,29,075,726,"1,182",11.0,18.0,342,255,429,21.2,15.8,26.6,230,170,290,19.5,14.4,24.6,"32,815","38,695"
Greene County,MO,"38,059",19.1,29,077,"46,129","54,641",17.5,20.7,"13,695","11,648","15,742",24.1,20.5,27.7,"7,875","6,380","9,370",19.6,15.9,23.3,"36,254","39,864"
Grundy County,MO,"35,017",17.5,29,079,"1,325","2,153",13.3,21.7,647,482,812,26.9,20.0,33.8,414,304,524,24.4,17.9,30.9,"32,112","37,922"
Harrison County,MO,"34,324",17.1,29,081,"1,168","1,842",13.3,20.9,577,435,719,26.6,20.0,33.2,374,279,469,24.7,18.4,31.0,"31,338","37,310"
Henry County,MO,"37,016",17.2,29,083,"3,043","4,505",13.9,20.5,"1,290",993,"1,587",26.9,20.7,33.1,795,580,"1,010",22.9,16.7,29.1,"33,915","40,117"
Hickory County,MO,"27,957",22.6,29,085,"1,679","2,629",17.6,27.6,669,499,839,41.4,30.9,51.9,445,327,563,37.7,27.7,47.7,"25,579","30,335"
Holt County,MO,"39,141",14.2,29,087,526,842,10.9,17.5,210,158,262,21.9,16.5,27.3,141,106,176,20.7,15.5,25.9,"36,112","42,170"
Howard County,MO,"39,383",15.5,29,089,"1,151","1,779",12.2,18.8,450,343,557,21.2,16.2,26.2,287,217,357,18.7,14.1,23.3,"35,761","43,005"
Howell County,MO,"33,211",21.3,29,091,"6,766","10,230",17.0,25.6,"3,256","2,474","4,038",32.9,25.0,40.8,"2,118","1,574","2,662",30.1,22.4,37.8,"30,621","35,801"
Iron County,MO,"33,059",21.0,29,093,"1,667","2,653",16.2,25.8,739,559,919,32.0,24.2,39.8,487,365,609,28.5,21.3,35.7,"30,010","36,108"
Jackson County,MO,"44,620",16.8,29,095,"103,894","119,738",15.6,18.0,"38,771","34,638","42,904",23.9,21.3,26.5,"24,138","21,065","27,211",21.0,18.3,23.7,"43,337","45,903"
Jasper County,MO,"37,565",17.6,29,097,"17,067","23,381",14.9,20.3,"6,886","5,434","8,338",23.4,18.5,28.3,"4,179","3,173","5,185",20.3,15.4,25.2,"35,811","39,319"
Jefferson County,MO,"52,841",12.1,29,099,"23,207","29,153",10.7,13.5,"8,436","7,031","9,841",15.7,13.1,18.3,"5,166","4,148","6,184",13.2,10.6,15.8,"51,047","54,635"
Johnson County,MO,"43,327",17.8,29,101,"7,405","9,997",15.2,20.4,"2,368","1,876","2,860",20.0,15.8,24.2,"1,422","1,080","1,764",17.2,13.1,21.3,"39,869","46,785"
Knox County,MO,"33,076",21.0,29,103,664,"1,038",16.4,25.6,330,247,413,32.6,24.4,40.8,224,167,281,29.6,22.0,37.2,"30,015","36,137"
Laclede County,MO,"35,688",18.2,29,105,"5,037","7,763",14.3,22.1,"2,527","1,948","3,106",29.2,22.5,35.9,"1,600","1,206","1,994",25.9,19.5,32.3,"32,663","38,713"
Lafayette County,MO,"45,621",11.9,29,107,"2,963","4,797",9.1,14.7,"1,335",969,"1,701",16.8,12.2,21.4,904,659,"1,149",15.3,11.1,19.5,"41,760","49,482"
Lawrence County,MO,"38,800",16.7,29,109,"5,035","7,651",13.2,20.2,"2,566","1,966","3,166",25.8,19.8,31.8,"1,582","1,173","1,991",21.7,16.1,27.3,"35,755","41,845"
Lewis County,MO,"36,501",16.4,29,111,"1,216","1,890",12.8,20.0,577,429,725,24.9,18.5,31.3,386,285,487,22.8,16.8,28.8,"33,680","39,322"
Lincoln County,MO,"50,307",11.2,29,113,"4,729","6,939",9.1,13.3,"2,195","1,673","2,717",15.2,11.6,18.8,"1,426","1,068","1,784",13.7,10.3,17.1,"47,332","53,282"
Linn County,MO,"35,323",15.9,29,115,"1,517","2,461",12.1,19.7,741,554,928,24.1,18.0,30.2,492,364,620,22.0,16.3,27.7,"32,311","38,335"
Livingston County,MO,"39,821",16.7,29,117,"1,805","2,823",13.0,20.4,768,584,952,23.7,18.0,29.4,491,367,615,20.9,15.6,26.2,"36,695","42,947"
McDonald County,MO,"33,352",19.7,29,119,"3,472","5,534",15.2,24.2,"1,873","1,386","2,360",29.8,22.1,37.5,"1,238",905,"1,571",26.8,19.6,34.0,"30,271","36,433"
Macon County,MO,"37,130",15.1,29,121,"1,764","2,836",11.6,18.6,899,670,"1,128",24.4,18.2,30.6,586,432,740,22.1,16.3,27.9,"33,814","40,446"
Madison County,MO,"33,841",19.1,29,123,"1,768","2,798",14.8,23.4,814,604,"1,024",29.2,21.7,36.7,538,394,682,26.7,19.6,33.8,"30,842","36,840"
Maries County,MO,"38,877",15.2,29,125,"1,030","1,718",11.4,19.0,483,357,609,23.2,17.2,29.2,323,236,410,21.0,15.4,26.6,"35,354","42,400"
Marion County,MO,"39,975",16.4,29,127,"3,658","5,390",13.3,19.5,"1,502","1,129","1,875",22.4,16.8,28.0,929,676,"1,182",19.5,14.2,24.8,"37,074","42,876"
Mercer County,MO,"35,184",14.8,29,129,424,676,11.4,18.2,201,149,253,21.4,15.9,26.9,134,98,170,19.6,14.3,24.9,"31,828","38,540"
Miller County,MO,"34,266",21.3,29,131,"4,283","6,107",17.6,25.0,"1,828","1,439","2,217",30.6,24.1,37.1,"1,200",934,"1,466",27.4,21.3,33.5,"31,600","36,932"
Mississippi County,MO,"30,252",27.5,29,133,"2,660","4,210",21.3,33.7,"1,211",921,"1,501",38.8,29.5,48.1,800,594,"1,006",35.8,26.6,45.0,"27,656","32,848"
Moniteau County,MO,"44,475",14.4,29,135,"1,614","2,498",11.3,17.5,769,580,958,20.0,15.1,24.9,506,377,635,18.2,13.6,22.8,"40,493","48,457"
Monroe County,MO,"36,950",15.3,29,137,"1,031","1,621",11.9,18.7,475,358,592,23.8,17.9,29.7,314,234,394,21.5,16.0,27.0,"34,196","39,704"
Montgomery County,MO,"38,145",16.8,29,139,"1,585","2,379",13.4,20.2,736,574,898,26.7,20.8,32.6,481,369,593,24.2,18.6,29.8,"35,053","41,237"
Morgan County,MO,"34,374",20.6,29,141,"3,297","5,011",16.4,24.8,"1,524","1,153","1,895",34.2,25.9,42.5,"1,000",736,"1,264",31.3,23.0,39.6,"31,384","37,364"
New Madrid County,MO,"32,921",24.5,29,143,"3,744","5,332",20.2,28.8,"1,605","1,269","1,941",36.2,28.6,43.8,"1,008",773,"1,243",31.5,24.1,38.9,"30,426","35,416"
Newton County,MO,"40,955",15.5,29,145,"7,152","10,468",12.6,18.4,"3,396","2,650","4,142",23.7,18.5,28.9,"2,215","1,699","2,731",20.9,16.0,25.8,"38,025","43,885"
Nodaway County,MO,"39,823",17.0,29,147,"2,736","4,002",13.8,20.2,612,455,769,15.0,11.1,18.9,402,296,508,14.0,10.3,17.7,"36,831","42,815"
Oregon County,MO,"27,646",25.0,29,149,"2,126","3,248",19.8,30.2,854,630,"1,078",35.8,26.4,45.2,582,427,737,32.8,24.0,41.6,"25,209","30,083"
Osage County,MO,"49,058",10.8,29,151,"1,117","1,799",8.3,13.3,465,344,586,13.8,10.2,17.4,309,227,391,12.3,9.0,15.6,"45,086","53,030"
Ozark County,MO,"28,709",24.5,29,153,"1,820","2,898",18.9,30.1,764,574,954,40.2,30.2,50.2,511,381,641,36.1,26.9,45.3,"26,461","30,957"
Pemiscot County,MO,"28,152",31.3,29,155,"4,686","6,590",26.0,36.6,"2,365","1,913","2,817",47.5,38.4,56.6,"1,517","1,207","1,827",42.5,33.8,51.2,"25,734","30,570"
Perry County,MO,"43,200",13.6,29,157,"2,015","3,041",10.8,16.4,812,626,998,17.6,13.6,21.6,503,376,630,14.8,11.0,18.6,"39,568","46,832"
Pettis County,MO,"36,882",17.9,29,159,"6,125","8,669",14.8,21.0,"2,572","1,951","3,193",24.5,18.6,30.4,"1,697","1,270","2,124",22.9,17.1,28.7,"33,687","40,077"
Phelps County,MO,"39,765",18.0,29,161,"6,036","9,166",14.3,21.7,"2,099","1,547","2,651",22.1,16.3,27.9,"1,410","1,030","1,790",21.0,15.3,26.7,"37,048","42,482"
Pike County,MO,"37,169",17.8,29,163,"2,248","3,558",13.8,21.8,971,724,"1,218",24.3,18.1,30.5,652,481,823,22.6,16.7,28.5,"34,484","39,854"
Platte County,MO,"67,791",7.3,29,165,"5,340","7,572",6.0,8.6,"2,017","1,575","2,459",9.3,7.3,11.3,"1,246",955,"1,537",7.7,5.9,9.5,"64,195","71,387"
Polk County,MO,"34,837",21.0,29,167,"4,990","7,428",16.9,25.1,"2,237","1,727","2,747",30.3,23.4,37.2,"1,461","1,114","1,808",27.0,20.6,33.4,"32,083","37,591"
Pulaski County,MO,"48,374",15.1,29,169,"5,182","7,712",12.1,18.1,"2,150","1,647","2,653",17.3,13.2,21.4,"1,348","1,007","1,689",16.0,12.0,20.0,"44,554","52,194"
Putnam County,MO,"32,643",19.5,29,171,761,"1,153",15.5,23.5,308,233,383,27.1,20.5,33.7,206,154,258,24.3,18.2,30.4,"29,852","35,434"
Ralls County,MO,"43,763",11.0,29,173,861,"1,373",8.5,13.5,379,284,474,16.2,12.2,20.2,240,178,302,14.0,10.4,17.6,"40,592","46,934"
Randolph County,MO,"37,537",17.7,29,175,"3,149","4,947",13.8,21.6,"1,454","1,088","1,820",25.4,19.0,31.8,909,664,"1,154",21.8,15.9,27.7,"34,352","40,722"
Ray County,MO,"50,278",11.1,29,177,"2,011","3,123",8.7,13.5,939,708,"1,170",16.3,12.3,20.3,594,441,747,13.7,10.2,17.2,"46,097","54,459"
Reynolds County,MO,"29,819",24.0,29,179,"1,245","1,901",19.0,29.0,519,388,650,36.1,27.0,45.2,350,261,439,33.0,24.6,41.4,"26,978","32,660"
Ripley County,MO,"29,213",26.6,29,181,"2,943","4,465",21.1,32.1,"1,372","1,077","1,667",42.9,33.7,52.1,913,712,"1,114",38.1,29.7,46.5,"26,790","31,636"
St. Charles County,MO,"65,281",6.1,29,183,"18,228","25,242",5.1,7.1,"6,613","5,147","8,079",7.2,5.6,8.8,"4,092","3,156","5,028",6.0,4.6,7.4,"63,051","67,511"
St. Clair County,MO,"30,998",21.2,29,185,"1,557","2,507",16.2,26.2,650,483,817,33.6,25.0,42.2,429,317,541,29.6,21.9,37.3,"28,066","33,930"
Ste. Genevieve County,MO,"48,031",11.2,29,186,"1,550","2,456",8.7,13.7,717,542,892,17.4,13.1,21.7,455,338,572,14.6,10.8,18.4,"43,682","52,380"
St. Francois County,MO,"35,630",18.9,29,187,"9,068","13,142",15.4,22.4,"3,502","2,686","4,318",25.0,19.2,30.8,"2,315","1,774","2,856",23.1,17.7,28.5,"33,030","38,230"
St. Louis County,MO,"55,290",10.5,29,189,"94,800","111,144",9.7,11.3,"32,338","28,195","36,481",14.0,12.2,15.8,"20,654","17,690","23,618",12.0,10.3,13.7,"53,779","56,801"
Saline County,MO,"37,537",21.0,29,195,"3,975","5,297",18.0,24.0,"1,416","1,140","1,692",27.3,22.0,32.6,879,685,"1,073",23.7,18.5,28.9,"34,145","40,929"
Schuyler County,MO,"31,978",20.7,29,197,697,"1,103",16.0,25.4,354,268,440,32.0,24.3,39.7,237,178,296,28.7,21.5,35.9,"28,973","34,983"
Scotland County,MO,"36,272",16.6,29,199,600,974,12.7,20.5,359,268,450,26.9,20.1,33.7,238,175,301,24.7,18.2,31.2,"33,023","39,521"
Scott County,MO,"37,457",18.5,29,201,"5,750","8,554",14.9,22.1,"2,664","2,009","3,319",27.6,20.8,34.4,"1,707","1,259","2,155",24.6,18.1,31.1,"34,336","40,578"
Shannon County,MO,"26,600",25.6,29,203,"1,610","2,666",19.3,31.9,806,595,"1,017",41.9,30.9,52.9,554,408,700,39.0,28.7,49.3,"24,157","29,043"
Shelby County,MO,"37,829",14.9,29,205,690,"1,148",11.2,18.6,367,273,461,24.1,17.9,30.3,241,177,305,22.0,16.1,27.9,"34,345","41,313"
